time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461700000	-24.9197	-5.95001	4.77363	2.20435	-0.562516	lidar	2.84649	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0511	-5.74385	4.79213	2.1728	-0.563744	radar	1.859	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1816	-5.57744	4.73358	2.15365	-0.554101	lidar	0.29805	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3355	-5.38858	4.78101	2.14472	-0.52245	radar	1.31421	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4832	-5.15408	4.862	2.11529	-0.526202	lidar	0.618876	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6134	-4.97784	4.84816	2.11072	-0.488439	radar	6.37756	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7243	-4.81431	4.75289	2.09503	-0.47894	lidar	0.552372	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.846	-4.60606	4.77406	2.07592	-0.468971	radar	0.233356	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9615	-4.35214	4.85805	2.04266	-0.479654	lidar	0.494833	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.071	-4.13161	4.81241	2.00139	-0.521449	radar	11.0718	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1667	-3.83304	4.96085	1.95714	-0.541103	lidar	1.72489	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2409	-3.59417	4.92666	1.90798	-0.586055	radar	3.56788	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2699	-3.32905	4.94791	1.85772	-0.607585	lidar	4.3045	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3197	-3.08196	4.94206	1.8128	-0.633752	radar	0.551419	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3423	-2.85769	4.88513	1.77376	-0.64129	lidar	1.53622	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3992	-2.63344	4.86259	1.75074	-0.627846	radar	1.4181	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4709	-2.50717	4.64487	1.74519	-0.602486	lidar	5.669	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5255	-2.27433	4.66822	1.72717	-0.580383	radar	1.01969	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5741	-2.0862	4.58562	1.70824	-0.570437	lidar	0.970874	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6046	-1.85364	4.60249	1.68775	-0.551011	radar	2.04917	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6039	-1.59488	4.65604	1.64908	-0.56221	lidar	1.23874	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6011	-1.3716	4.62903	1.60801	-0.586396	radar	1.62159	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6053	-1.14122	4.62678	1.57839	-0.586718	lidar	0.00177638	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.634	-0.922891	4.60594	1.56277	-0.569609	radar	5.09294	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.646	-0.658918	4.6836	1.53895	-0.56447	lidar	0.698911	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6338	-0.41563	4.71009	1.50159	-0.585711	radar	2.30351	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5896	-0.0986518	4.8869	1.46193	-0.595255	lidar	2.65169	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5672	0.312952	5.2256	1.42991	-0.600125	radar	2.75796	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5414	0.573331	5.23047	1.40453	-0.596262	lidar	0.32785	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5267	0.833689	5.2123	1.38458	-0.587858	radar	2.36912	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5132	1.09367	5.2081	1.36641	-0.579161	lidar	2.48646	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4736	1.34792	5.17592	1.34264	-0.570637	radar	7.90863	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4063	1.57675	5.08475	1.31175	-0.572531	lidar	1.22063	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3642	1.80191	4.97462	1.29026	-0.560046	radar	10.855	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3009	1.9898	4.8015	1.26166	-0.561158	lidar	2.33207	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2352	2.21125	4.7681	1.2367	-0.555186	radar	0.509943	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.1708	2.36752	4.56969	1.20836	-0.55712	lidar	2.3741	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1072	2.56489	4.48171	1.18939	-0.533854	radar	2.17226	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0268	2.78143	4.50153	1.16499	-0.531456	lidar	0.111624	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9401	2.99224	4.53058	1.13674	-0.541454	radar	2.08993	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8343	3.26759	4.69054	1.11545	-0.532949	lidar	1.51536	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7543	3.47859	4.66131	1.0992	-0.515584	radar	2.71673	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6508	3.66806	4.62386	1.0725	-0.51726	lidar	0.0874038	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5403	3.85813	4.59274	1.04693	-0.515196	radar	0.955102	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4755	4.02559	4.49432	1.03172	-0.504528	lidar	4.03291	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3584	4.20966	4.47484	1.00637	-0.503415	radar	0.422324	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.1978	4.44745	4.60228	0.979075	-0.5037	lidar	2.15508	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0526	4.62988	4.55979	0.956233	-0.489551	radar	8.61395	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.935	4.83278	4.5797	0.940648	-0.478968	lidar	0.691224	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7832	5.01392	4.58275	0.912835	-0.481523	radar	2.09597	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6127	5.25058	4.71437	0.893832	-0.47358	lidar	1.3864	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4429	5.42581	4.76581	0.854517	-0.501535	radar	0.85879	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2565	5.61303	4.81139	0.823654	-0.50707	lidar	1.05351	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0928	5.76974	4.81039	0.789048	-0.524794	radar	3.17012	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9202	5.9403	4.81537	0.763034	-0.52446	lidar	0.00217616	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7798	6.11653	4.68063	0.765478	-0.471228	radar	4.2244	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6151	6.27976	4.67921	0.744297	-0.46877	lidar	0.0606999	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4688	6.44376	4.61817	0.73566	-0.445392	radar	1.58276	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2356	6.69681	4.85428	0.728852	-0.424769	lidar	4.81585	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0421	6.83433	4.81412	0.700561	-0.428569	radar	5.33288	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8261	7.02001	4.90458	0.682041	-0.423907	lidar	1.03426	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.613	7.15819	4.94006	0.647164	-0.444209	radar	1.57464	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4303	7.30346	4.91695	0.62793	-0.441627	lidar	0.330234	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1959	7.44264	5.05474	0.585666	-0.480059	radar	2.67251	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0146	7.60581	5.05045	0.576493	-0.465053	lidar	2.14123	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8294	7.77852	4.98597	0.580694	-0.421705	radar	5.55133	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6232	7.92034	4.99138	0.562655	-0.418484	lidar	0.0526469	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4337	8.05242	4.93722	0.549061	-0.407228	radar	1.61791	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2183	8.07549	4.80146	0.492349	-0.447192	lidar	4.55954	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0297	8.21908	4.69264	0.496994	-0.400738	radar	5.73483	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8529	8.37246	4.70307	0.497417	-0.379362	lidar	3.13144	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.607	8.49149	4.84093	0.467953	-0.400324	radar	4.66956	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3515	8.63867	4.94941	0.456658	-0.388978	lidar	1.33671	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1565	8.7626	4.8396	0.457443	-0.3535	radar	1.73892	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9619	8.85932	4.79365	0.439929	-0.354275	lidar	0.560406	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7682	8.96687	4.69529	0.435864	-0.329268	radar	1.2048	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5487	9.03875	4.67567	0.408862	-0.340636	lidar	0.504695	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3058	9.14909	4.77463	0.39226	-0.34377	radar	4.65469	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.011	9.25284	4.90976	0.37144	-0.344935	lidar	6.12601	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7965	9.33328	4.88551	0.352492	-0.348507	radar	1.65591	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5356	9.44235	4.96489	0.341969	-0.339702	lidar	0.767958	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2659	9.48173	5.08324	0.293907	-0.387793	radar	5.43794	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9606	9.62431	5.25705	0.296548	-0.3612	lidar	2.83212	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7137	9.72115	5.18124	0.296913	-0.327785	radar	3.034	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4348	9.83084	5.26756	0.291962	-0.314067	lidar	0.687039	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1831	9.91408	5.27594	0.279849	-0.310347	radar	0.397283	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9081	10.037	5.35988	0.282893	-0.289384	lidar	0.805599	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6494	10.1106	5.35821	0.26902	-0.288002	radar	0.0310713	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4059	10.2086	5.35752	0.26645	-0.275748	lidar	1.18157	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1441	10.2839	5.38308	0.253398	-0.277153	radar	0.435006	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.923	10.2905	5.26176	0.219337	-0.300279	lidar	1.23286	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.676	10.3552	5.21816	0.211667	-0.287615	radar	0.280929	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4712	10.3322	5.06697	0.170698	-0.318244	lidar	2.02799	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1634	10.3707	5.27742	0.142048	-0.34442	radar	7.68131	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9039	10.422	5.28581	0.131036	-0.337641	lidar	0.197039	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6686	10.4493	5.10492	0.124393	-0.309815	radar	6.46624	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4364	10.4075	5.02019	0.0813929	-0.341003	lidar	2.12875	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1775	10.4297	5.02929	0.066444	-0.337235	radar	0.545979	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8568	10.5915	5.23834	0.107622	-0.269905	lidar	7.89383	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6065	10.6477	5.13878	0.115851	-0.231788	radar	2.06074	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3633	10.6419	5.09778	0.0906546	-0.247241	lidar	0.497444	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1012	10.6661	5.12708	0.0781428	-0.248819	radar	0.232889	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8428	10.7618	5.17386	0.0963771	-0.214958	lidar	4.16977	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5787	10.8117	5.17	0.0994535	-0.194843	radar	1.46404	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3535	10.772	5.07575	0.0638641	-0.224033	lidar	1.68382	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1021	10.8033	5.03315	0.0639029	-0.205011	radar	0.620105	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8525	10.8703	5.05699	0.0741832	-0.182677	lidar	2.26389	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.575	10.8913	5.10687	0.0668791	-0.179847	radar	2.74483	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3497	10.9038	5.04919	0.0558323	-0.182891	lidar	0.682354	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0779	10.8463	5.25023	-0.00252569	-0.266462	radar	8.95606	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7774	10.8231	5.31463	-0.0229929	-0.273066	lidar	2.69885	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5215	10.8213	5.27815	-0.0326894	-0.266151	radar	0.246989	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2914	10.8127	5.21462	-0.0467799	-0.268098	lidar	1.02741	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.052	10.8604	5.02512	-0.0207357	-0.20162	radar	6.52416	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78731	10.9111	5.0715	-0.00792229	-0.176364	lidar	2.19576	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.56686	10.8849	4.98991	-0.0265068	-0.18647	radar	3.79652	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.30116	10.9151	5.03485	-0.0203095	-0.169295	lidar	0.83395	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.06324	10.8904	4.97759	-0.0339911	-0.17125	radar	2.49001	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.79186	10.9264	5.03718	-0.0237257	-0.150457	lidar	1.21778	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.56078	10.8791	4.97799	-0.0475679	-0.167588	radar	6.20738	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.41163	10.7947	4.75846	-0.0896463	-0.20616	lidar	4.13091	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.16803	10.801	4.73238	-0.083553	-0.181457	radar	1.55768	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.80405	10.8615	5.00663	-0.051836	-0.133869	lidar	6.57576	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.54505	10.8602	4.97264	-0.0453239	-0.108673	radar	2.14686	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.26136	10.8525	5.04506	-0.0466934	-0.103426	lidar	0.712272	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.03365	10.8801	4.91922	-0.0249213	-0.0570344	radar	3.72715	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
